DEBUG:root: 0: regs[a:7  ['cpy', 'a', 'b']
DEBUG:root: 8: regs[a:45, b:5, d:34, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:45, b:5, d:33, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:45, b:5, d:33, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:45, b:5, d:33, c:5  ['inc', 'a']
DEBUG:root: 6: regs[a:46, b:5, d:33, c:5  ['dec', 'c']
DEBUG:root: 7: regs[a:46, b:5, d:33, c:4  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:46, b:5, d:33, c:4  ['inc', 'a']
DEBUG:root: 6: regs[a:47, b:5, d:33, c:4  ['dec', 'c']
DEBUG:root: 7: regs[a:47, b:5, d:33, c:3  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:47, b:5, d:33, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:48, b:5, d:33, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:48, b:5, d:33, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:48, b:5, d:33, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:49, b:5, d:33, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:49, b:5, d:33, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:49, b:5, d:33, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:50, b:5, d:33, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:50, b:5, d:33, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:50, b:5, d:33, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:50, b:5, d:32, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:50, b:5, d:32, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:50, b:5, d:32, c:5  ['inc', 'a']
DEBUG:root: 6: regs[a:51, b:5, d:32, c:5  ['dec', 'c']
DEBUG:root: 7: regs[a:51, b:5, d:32, c:4  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:51, b:5, d:32, c:4  ['inc', 'a']
DEBUG:root: 6: regs[a:52, b:5, d:32, c:4  ['dec', 'c']
DEBUG:root: 7: regs[a:52, b:5, d:32, c:3  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:52, b:5, d:32, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:53, b:5, d:32, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:53, b:5, d:32, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:53, b:5, d:32, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:54, b:5, d:32, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:54, b:5, d:32, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:54, b:5, d:32, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:55, b:5, d:32, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:55, b:5, d:32, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:55, b:5, d:32, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:55, b:5, d:31, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:55, b:5, d:31, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:55, b:5, d:31, c:5  ['inc', 'a']
DEBUG:root: 6: regs[a:56, b:5, d:31, c:5  ['dec', 'c']
DEBUG:root: 7: regs[a:56, b:5, d:31, c:4  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:56, b:5, d:31, c:4  ['inc', 'a']
DEBUG:root: 6: regs[a:57, b:5, d:31, c:4  ['dec', 'c']
DEBUG:root: 7: regs[a:57, b:5, d:31, c:3  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:57, b:5, d:31, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:58, b:5, d:31, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:58, b:5, d:31, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:58, b:5, d:31, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:59, b:5, d:31, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:59, b:5, d:31, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:59, b:5, d:31, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:60, b:5, d:31, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:60, b:5, d:31, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:60, b:5, d:31, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:60, b:5, d:30, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:60, b:5, d:30, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:60, b:5, d:30, c:5  ['inc', 'a']
DEBUG:root: 6: regs[a:61, b:5, d:30, c:5  ['dec', 'c']
DEBUG:root: 7: regs[a:61, b:5, d:30, c:4  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:61, b:5, d:30, c:4  ['inc', 'a']
DEBUG:root: 6: regs[a:62, b:5, d:30, c:4  ['dec', 'c']
DEBUG:root: 7: regs[a:62, b:5, d:30, c:3  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:62, b:5, d:30, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:63, b:5, d:30, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:63, b:5, d:30, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:63, b:5, d:30, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:64, b:5, d:30, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:64, b:5, d:30, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:64, b:5, d:30, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:65, b:5, d:30, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:65, b:5, d:30, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:65, b:5, d:30, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:65, b:5, d:29, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:65, b:5, d:29, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:65, b:5, d:29, c:5  ['inc', 'a']
DEBUG:root: 6: regs[a:66, b:5, d:29, c:5  ['dec', 'c']
DEBUG:root: 7: regs[a:66, b:5, d:29, c:4  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:66, b:5, d:29, c:4  ['inc', 'a']
DEBUG:root: 6: regs[a:67, b:5, d:29, c:4  ['dec', 'c']
DEBUG:root: 7: regs[a:67, b:5, d:29, c:3  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:67, b:5, d:29, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:68, b:5, d:29, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:68, b:5, d:29, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:68, b:5, d:29, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:69, b:5, d:29, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:69, b:5, d:29, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:69, b:5, d:29, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:70, b:5, d:29, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:70, b:5, d:29, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:70, b:5, d:29, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:70, b:5, d:28, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:70, b:5, d:28, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:70, b:5, d:28, c:5  ['inc', 'a']
DEBUG:root: 6: regs[a:71, b:5, d:28, c:5  ['dec', 'c']
DEBUG:root: 7: regs[a:71, b:5, d:28, c:4  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:71, b:5, d:28, c:4  ['inc', 'a']
DEBUG:root: 6: regs[a:72, b:5, d:28, c:4  ['dec', 'c']
DEBUG:root: 7: regs[a:72, b:5, d:28, c:3  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:72, b:5, d:28, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:73, b:5, d:28, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:73, b:5, d:28, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:73, b:5, d:28, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:74, b:5, d:28, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:74, b:5, d:28, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:74, b:5, d:28, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:75, b:5, d:28, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:75, b:5, d:28, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:75, b:5, d:28, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:75, b:5, d:27, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:75, b:5, d:27, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:75, b:5, d:27, c:5  ['inc', 'a']
DEBUG:root: 6: regs[a:76, b:5, d:27, c:5  ['dec', 'c']
DEBUG:root: 7: regs[a:76, b:5, d:27, c:4  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:76, b:5, d:27, c:4  ['inc', 'a']
DEBUG:root: 6: regs[a:77, b:5, d:27, c:4  ['dec', 'c']
DEBUG:root: 7: regs[a:77, b:5, d:27, c:3  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:77, b:5, d:27, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:78, b:5, d:27, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:78, b:5, d:27, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:78, b:5, d:27, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:79, b:5, d:27, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:79, b:5, d:27, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:79, b:5, d:27, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:80, b:5, d:27, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:80, b:5, d:27, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:80, b:5, d:27, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:80, b:5, d:26, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:80, b:5, d:26, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:80, b:5, d:26, c:5  ['inc', 'a']
DEBUG:root: 6: regs[a:81, b:5, d:26, c:5  ['dec', 'c']
DEBUG:root: 7: regs[a:81, b:5, d:26, c:4  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:81, b:5, d:26, c:4  ['inc', 'a']
DEBUG:root: 6: regs[a:82, b:5, d:26, c:4  ['dec', 'c']
DEBUG:root: 7: regs[a:82, b:5, d:26, c:3  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:82, b:5, d:26, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:83, b:5, d:26, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:83, b:5, d:26, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:83, b:5, d:26, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:84, b:5, d:26, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:84, b:5, d:26, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:84, b:5, d:26, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:85, b:5, d:26, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:85, b:5, d:26, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:85, b:5, d:26, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:85, b:5, d:25, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:85, b:5, d:25, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:85, b:5, d:25, c:5  ['inc', 'a']
DEBUG:root: 6: regs[a:86, b:5, d:25, c:5  ['dec', 'c']
DEBUG:root: 7: regs[a:86, b:5, d:25, c:4  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:86, b:5, d:25, c:4  ['inc', 'a']
DEBUG:root: 6: regs[a:87, b:5, d:25, c:4  ['dec', 'c']
DEBUG:root: 7: regs[a:87, b:5, d:25, c:3  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:87, b:5, d:25, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:88, b:5, d:25, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:88, b:5, d:25, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:88, b:5, d:25, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:89, b:5, d:25, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:89, b:5, d:25, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:89, b:5, d:25, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:90, b:5, d:25, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:90, b:5, d:25, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:90, b:5, d:25, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:90, b:5, d:24, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:90, b:5, d:24, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:90, b:5, d:24, c:5  ['inc', 'a']
DEBUG:root: 6: regs[a:91, b:5, d:24, c:5  ['dec', 'c']
DEBUG:root: 7: regs[a:91, b:5, d:24, c:4  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:91, b:5, d:24, c:4  ['inc', 'a']
DEBUG:root: 6: regs[a:92, b:5, d:24, c:4  ['dec', 'c']
DEBUG:root: 7: regs[a:92, b:5, d:24, c:3  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:92, b:5, d:24, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:93, b:5, d:24, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:93, b:5, d:24, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:93, b:5, d:24, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:94, b:5, d:24, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:94, b:5, d:24, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:94, b:5, d:24, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:95, b:5, d:24, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:95, b:5, d:24, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:95, b:5, d:24, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:95, b:5, d:23, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:95, b:5, d:23, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:95, b:5, d:23, c:5  ['inc', 'a']
DEBUG:root: 6: regs[a:96, b:5, d:23, c:5  ['dec', 'c']
DEBUG:root: 7: regs[a:96, b:5, d:23, c:4  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:96, b:5, d:23, c:4  ['inc', 'a']
DEBUG:root: 6: regs[a:97, b:5, d:23, c:4  ['dec', 'c']
DEBUG:root: 7: regs[a:97, b:5, d:23, c:3  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:97, b:5, d:23, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:98, b:5, d:23, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:98, b:5, d:23, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:98, b:5, d:23, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:99, b:5, d:23, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:99, b:5, d:23, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:99, b:5, d:23, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:100, b:5, d:23, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:100, b:5, d:23, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:100, b:5, d:23, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:100, b:5, d:22, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:100, b:5, d:22, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:100, b:5, d:22, c:5  ['inc', 'a']
DEBUG:root: 6: regs[a:101, b:5, d:22, c:5  ['dec', 'c']
DEBUG:root: 7: regs[a:101, b:5, d:22, c:4  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:101, b:5, d:22, c:4  ['inc', 'a']
DEBUG:root: 6: regs[a:102, b:5, d:22, c:4  ['dec', 'c']
DEBUG:root: 7: regs[a:102, b:5, d:22, c:3  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:102, b:5, d:22, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:103, b:5, d:22, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:103, b:5, d:22, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:103, b:5, d:22, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:104, b:5, d:22, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:104, b:5, d:22, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:104, b:5, d:22, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:105, b:5, d:22, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:105, b:5, d:22, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:105, b:5, d:22, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:105, b:5, d:21, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:105, b:5, d:21, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:105, b:5, d:21, c:5  ['inc', 'a']
DEBUG:root: 6: regs[a:106, b:5, d:21, c:5  ['dec', 'c']
DEBUG:root: 7: regs[a:106, b:5, d:21, c:4  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:106, b:5, d:21, c:4  ['inc', 'a']
DEBUG:root: 6: regs[a:107, b:5, d:21, c:4  ['dec', 'c']
DEBUG:root: 7: regs[a:107, b:5, d:21, c:3  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:107, b:5, d:21, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:108, b:5, d:21, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:108, b:5, d:21, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:108, b:5, d:21, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:109, b:5, d:21, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:109, b:5, d:21, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:109, b:5, d:21, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:110, b:5, d:21, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:110, b:5, d:21, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:110, b:5, d:21, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:110, b:5, d:20, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:110, b:5, d:20, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:110, b:5, d:20, c:5  ['inc', 'a']
DEBUG:root: 6: regs[a:111, b:5, d:20, c:5  ['dec', 'c']
DEBUG:root: 7: regs[a:111, b:5, d:20, c:4  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:111, b:5, d:20, c:4  ['inc', 'a']
DEBUG:root: 6: regs[a:112, b:5, d:20, c:4  ['dec', 'c']
DEBUG:root: 7: regs[a:112, b:5, d:20, c:3  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:112, b:5, d:20, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:113, b:5, d:20, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:113, b:5, d:20, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:113, b:5, d:20, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:114, b:5, d:20, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:114, b:5, d:20, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:114, b:5, d:20, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:115, b:5, d:20, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:115, b:5, d:20, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:115, b:5, d:20, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:115, b:5, d:19, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:115, b:5, d:19, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:115, b:5, d:19, c:5  ['inc', 'a']
DEBUG:root: 6: regs[a:116, b:5, d:19, c:5  ['dec', 'c']
DEBUG:root: 7: regs[a:116, b:5, d:19, c:4  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:116, b:5, d:19, c:4  ['inc', 'a']
DEBUG:root: 6: regs[a:117, b:5, d:19, c:4  ['dec', 'c']
DEBUG:root: 7: regs[a:117, b:5, d:19, c:3  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:117, b:5, d:19, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:118, b:5, d:19, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:118, b:5, d:19, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:118, b:5, d:19, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:119, b:5, d:19, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:119, b:5, d:19, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:119, b:5, d:19, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:120, b:5, d:19, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:120, b:5, d:19, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:120, b:5, d:19, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:120, b:5, d:18, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:120, b:5, d:18, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:120, b:5, d:18, c:5  ['inc', 'a']
DEBUG:root: 6: regs[a:121, b:5, d:18, c:5  ['dec', 'c']
DEBUG:root: 7: regs[a:121, b:5, d:18, c:4  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:121, b:5, d:18, c:4  ['inc', 'a']
DEBUG:root: 6: regs[a:122, b:5, d:18, c:4  ['dec', 'c']
DEBUG:root: 7: regs[a:122, b:5, d:18, c:3  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:122, b:5, d:18, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:123, b:5, d:18, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:123, b:5, d:18, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:123, b:5, d:18, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:124, b:5, d:18, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:124, b:5, d:18, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:124, b:5, d:18, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:125, b:5, d:18, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:125, b:5, d:18, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:125, b:5, d:18, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:125, b:5, d:17, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:125, b:5, d:17, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:125, b:5, d:17, c:5  ['inc', 'a']
DEBUG:root: 6: regs[a:126, b:5, d:17, c:5  ['dec', 'c']
DEBUG:root: 7: regs[a:126, b:5, d:17, c:4  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:126, b:5, d:17, c:4  ['inc', 'a']
DEBUG:root: 6: regs[a:127, b:5, d:17, c:4  ['dec', 'c']
DEBUG:root: 7: regs[a:127, b:5, d:17, c:3  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:127, b:5, d:17, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:128, b:5, d:17, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:128, b:5, d:17, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:128, b:5, d:17, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:129, b:5, d:17, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:129, b:5, d:17, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:129, b:5, d:17, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:130, b:5, d:17, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:130, b:5, d:17, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:130, b:5, d:17, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:130, b:5, d:16, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:130, b:5, d:16, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:130, b:5, d:16, c:5  ['inc', 'a']
DEBUG:root: 6: regs[a:131, b:5, d:16, c:5  ['dec', 'c']
DEBUG:root: 7: regs[a:131, b:5, d:16, c:4  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:131, b:5, d:16, c:4  ['inc', 'a']
DEBUG:root: 6: regs[a:132, b:5, d:16, c:4  ['dec', 'c']
DEBUG:root: 7: regs[a:132, b:5, d:16, c:3  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:132, b:5, d:16, c:3  ['inc', 'a']
DEBUG:root: 6: regs[a:133, b:5, d:16, c:3  ['dec', 'c']
DEBUG:root: 7: regs[a:133, b:5, d:16, c:2  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:133, b:5, d:16, c:2  ['inc', 'a']
DEBUG:root: 6: regs[a:134, b:5, d:16, c:2  ['dec', 'c']
DEBUG:root: 7: regs[a:134, b:5, d:16, c:1  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:134, b:5, d:16, c:1  ['inc', 'a']
DEBUG:root: 6: regs[a:135, b:5, d:16, c:1  ['dec', 'c']
DEBUG:root: 7: regs[a:135, b:5, d:16, c:0  ['jnz', 'c', '-2']
DEBUG:root: 8: regs[a:135, b:5, d:16, c:0  ['dec', 'd']
DEBUG:root: 9: regs[a:135, b:5, d:15, c:0  ['jnz', 'd', '-5']
DEBUG:root: 4: regs[a:135, b:5, d:15, c:0  ['cpy', 'b', 'c']
DEBUG:root: 5: regs[a:135, b:5, d:15, c:5  ['inc', 'a']
DEBUG:root: 6: regs[a:136, b:5, d:15, c:5  ['dec', 'c']
DEBUG:root: 7: regs[a:136, b:5, d:15, c:4  ['jnz', 'c', '-2']
DEBUG:root: 5: regs[a:136, b:5, d:15, c:4  ['inc', 'a']
DEBUG:root: 6: regs[a:137, b:5, d:15, c:4  ['dec', 'c']
